"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Segunda e Quinta","21 Nov 2025, 16:36","21 Nov 2025, 17:41","","Supino Inclinado (Barra)",,"",2,"normal",24,4,,,
"Segunda e Quinta","21 Nov 2025, 16:36","21 Nov 2025, 17:41","","Pec Deck",,"",0,"normal",30,7,,,
"Segunda e Quinta","21 Nov 2025, 16:36","21 Nov 2025, 17:41","","Pec Deck",,"",1,"normal",30,7,,,
"Segunda e Quinta","21 Nov 2025, 16:36","21 Nov 2025, 17:41","","Pec Deck",,"",2,"normal",30,7,,,
"Segunda e Quinta","21 Nov 2025, 16:36","21 Nov 2025, 17:41","","Pec Deck",,"",3,"normal",30,6,,,
"Segunda e Quinta","21 Nov 2025, 16:36","21 Nov 2025, 17:41","","Tríceps na Polia com Corda",,"",0,"normal",40,7,,,
"Segunda e Quinta","21 Nov 2025, 16:36","21 Nov 2025, 17:41","","Tríceps na Polia com Corda",,"",1,"normal",40,8,,,
"Segunda e Quinta","21 Nov 2025, 16:36","21 Nov 2025, 17:41","","Tríceps na Polia com Corda",,"",2,"normal",40,7,,,
"Segunda e Quinta","21 Nov 2025, 16:36","21 Nov 2025, 17:41","","Rosca Martelo com Corda na Polia",,"",0,"normal",40,9,,,
"Segunda e Quinta","21 Nov 2025, 16:36","21 Nov 2025, 17:41","","Rosca Martelo com Corda na Polia",,"",1,"normal",40,9,,,
"Segunda e Quinta","21 Nov 2025, 16:36","21 Nov 2025, 17:41","","Rosca Martelo com Corda na Polia",,"",2,"normal",40,9,,,
"Segunda e Quinta","21 Nov 2025, 16:36","21 Nov 2025, 17:41","","Overhead Triceps Extension (Cable)",,"",0,"normal",20,7,,,
"Segunda e Quinta","21 Nov 2025, 16:36","21 Nov 2025, 17:41","","Overhead Triceps Extension (Cable)",,"",1,"normal",25,5,,,
"Segunda e Quinta","21 Nov 2025, 16:36","21 Nov 2025, 17:41","","Overhead Triceps Extension (Cable)",,"",2,"normal",25,4,,,
"Posterior","19 Nov 2025, 17:48","19 Nov 2025, 18:46","","Leg Press Horizontal (Máquina)",,"",0,"normal",70,8,,,
"Posterior","19 Nov 2025, 17:48","19 Nov 2025, 18:46","","Leg Press Horizontal (Máquina)",,"",1,"normal",70,7,,,
"Posterior","19 Nov 2025, 17:48","19 Nov 2025, 18:46","","Leg Press Horizontal (Máquina)",,"",2,"normal",70,6,,,
"Posterior","19 Nov 2025, 17:48","19 Nov 2025, 18:46","","Elevação de Panturrilha em Pé (Máquina)",,"",0,"normal",80,10,,,
"Posterior","19 Nov 2025, 17:48","19 Nov 2025, 18:46","","Elevação de Panturrilha em Pé (Máquina)",,"",1,"normal",80,10,,,
"Posterior","19 Nov 2025, 17:48","19 Nov 2025, 18:46","","Elevação de Panturrilha em Pé (Máquina)",,"",2,"normal",80,10,,,
"Posterior","19 Nov 2025, 17:48","19 Nov 2025, 18:46","","Elevação de Panturrilha em Pé (Máquina)",,"",3,"normal",80,8,,,
"Posterior","19 Nov 2025, 17:48","19 Nov 2025, 18:46","","Cadeira Extensora (Máquina)",,"",0,"normal",70,7,,,
"Posterior","19 Nov 2025, 17:48","19 Nov 2025, 18:46","","Cadeira Extensora (Máquina)",,"",1,"normal",70,7,,,
"Posterior","19 Nov 2025, 17:48","19 Nov 2025, 18:46","","Cadeira Extensora (Máquina)",,"",2,"normal",70,7,,,
"Posterior","19 Nov 2025, 17:48","19 Nov 2025, 18:46","","Rosca Martelo Alternada",,"",0,"normal",10,10,,,
"Posterior","19 Nov 2025, 17:48","19 Nov 2025, 18:46","","Rosca Martelo Alternada",,"",1,"normal",10,9,,,
"Posterior","19 Nov 2025, 17:48","19 Nov 2025, 18:46","","Rosca Martelo Alternada",,"",2,"normal",10,8,,,
"Posterior","19 Nov 2025, 17:48","19 Nov 2025, 18:46","","Rosca Martelo Alternada",,"",3,"normal",10,8,,,
"Treinamento da tarde 💪","18 Nov 2025, 13:19","18 Nov 2025, 13:53","","Tríceps na Polia com Corda",,"",0,"normal",40,6,,,
"Treinamento da tarde 💪","18 Nov 2025, 13:19","18 Nov 2025, 13:53","","Tríceps na Polia com Corda",,"",1,"normal",40,6,,,
"Treinamento da tarde 💪","18 Nov 2025, 13:19","18 Nov 2025, 13:53","","Tríceps na Polia com Corda",,"",2,"normal",40,6,,,
"Treinamento da tarde 💪","18 Nov 2025, 13:19","18 Nov 2025, 13:53","","Rosca Martelo com Corda na Polia",,"",0,"normal",40,9,,,
"Treinamento da tarde 💪","18 Nov 2025, 13:19","18 Nov 2025, 13:53","","Rosca Martelo com Corda na Polia",,"",1,"normal",40,9,,,
"Treinamento da tarde 💪","18 Nov 2025, 13:19","18 Nov 2025, 13:53","","Rosca Martelo com Corda na Polia",,"",2,"normal",40,10,,,
"Treinamento da tarde 💪","18 Nov 2025, 13:19","18 Nov 2025, 13:53","","Rosca Martelo Alternada",,"",0,"normal",10,10,,,
"Treinamento da tarde 💪","18 Nov 2025, 13:19","18 Nov 2025, 13:53","","Rosca Martelo Alternada",,"",1,"normal",10,8,,,
"Treinamento da tarde 💪","18 Nov 2025, 13:19","18 Nov 2025, 13:53","","Rosca Scott (Barra)",,"",0,"normal",18,6,,,
"Treinamento da tarde 💪","18 Nov 2025, 13:19","18 Nov 2025, 13:53","","Rosca Scott (Barra)",,"",1,"normal",18,6,,,
"Treinamento da tarde 💪","18 Nov 2025, 13:19","18 Nov 2025, 13:53","","Rosca Scott (Barra)",,"",2,"normal",18,4,,,
"Peito e Tríceps","17 Nov 2025, 17:21","17 Nov 2025, 18:31","","Supino (Barra)",,"",0,"normal",24,6,,,
"Peito e Tríceps","17 Nov 2025, 17:21","17 Nov 2025, 18:31","","Supino (Barra)",,"",1,"normal",24,6,,,
"Peito e Tríceps","17 Nov 2025, 17:21","17 Nov 2025, 18:31","","Supino (Barra)",,"",2,"normal",24,5,,,
"Peito e Tríceps","17 Nov 2025, 17:21","17 Nov 2025, 18:31","","Supino Inclinado (Barra)",,"",0,"normal",24,5,,,
"Peito e Tríceps","17 Nov 2025, 17:21","17 Nov 2025, 18:31","","Supino Inclinado (Barra)",,"",1,"normal",24,4,,,
"Peito e Tríceps","17 Nov 2025, 17:21","17 Nov 2025, 18:31","","Supino Inclinado (Barra)",,"",2,"normal",24,4,,,
"Peito e Tríceps","17 Nov 2025, 17:21","17 Nov 2025, 18:31","","Tríceps na Polia com Corda",,"",0,"normal",40,9,,,
"Peito e Tríceps","17 Nov 2025, 17:21","17 Nov 2025, 18:31","","Tríceps na Polia com Corda",,"",1,"normal",40,9,,,
"Peito e Tríceps","17 Nov 2025, 17:21","17 Nov 2025, 18:31","","Tríceps na Polia com Corda",,"",2,"normal",40,8,,,
"Peito e Tríceps","17 Nov 2025, 17:21","17 Nov 2025, 18:31","","Rosca Martelo com Corda na Polia",,"",0,"normal",40,9,,,
"Peito e Tríceps","17 Nov 2025, 17:21","17 Nov 2025, 18:31","","Rosca Martelo com Corda na Polia",,"",1,"normal",40,8,,,
"Peito e Tríceps","17 Nov 2025, 17:21","17 Nov 2025, 18:31","","Rosca Martelo com Corda na Polia",,"",2,"normal",40,9,,,
"Peito e Tríceps","17 Nov 2025, 17:21","17 Nov 2025, 18:31","","Puxada Alta na Polia (Máquina)",,"",0,"normal",40,7,,,
"Peito e Tríceps","17 Nov 2025, 17:21","17 Nov 2025, 18:31","","Puxada Alta na Polia (Máquina)",,"",1,"normal",40,7,,,
"Peito e Tríceps","17 Nov 2025, 17:21","17 Nov 2025, 18:31","","Puxada Alta na Polia (Máquina)",,"",2,"normal",40,7,,,
"Peito e Tríceps","17 Nov 2025, 17:21","17 Nov 2025, 18:31","","Rosca Inclinada (Halter)",,"",0,"normal",9,10,,,
"Peito e Tríceps","17 Nov 2025, 17:21","17 Nov 2025, 18:31","","Rosca Inclinada (Halter)",,"",1,"normal",9,9,,,
"Peito e Tríceps","17 Nov 2025, 17:21","17 Nov 2025, 18:31","","Rosca Inclinada (Halter)",,"",2,"normal",9,9,,,
"Peito e Tríceps","17 Nov 2025, 17:21","17 Nov 2025, 18:31","","Rosca Inclinada (Halter)",,"",3,"normal",9,7,,,
"Posterior","14 Nov 2025, 17:36","14 Nov 2025, 18:34","","Cadeira Flexora (Máquina)",,"",0,"normal",40,7,,,
"Posterior","14 Nov 2025, 17:36","14 Nov 2025, 18:34","","Cadeira Flexora (Máquina)",,"",1,"normal",40,10,,,
"Posterior","14 Nov 2025, 17:36","14 Nov 2025, 18:34","","Cadeira Flexora (Máquina)",,"",2,"normal",40,12,,,
"Posterior","14 Nov 2025, 17:36","14 Nov 2025, 18:34","","Tríceps na Polia",,"",0,"normal",30,12,,,
"Posterior","14 Nov 2025, 17:36","14 Nov 2025, 18:34","","Tríceps na Polia",,"",1,"normal",40,8,,,
"Posterior","14 Nov 2025, 17:36","14 Nov 2025, 18:34","","Tríceps na Polia",,"",2,"normal",40,8,,,
"Posterior","14 Nov 2025, 17:36","14 Nov 2025, 18:34","","Tríceps na Polia",,"",3,"normal",40,7,,,
"Posterior","14 Nov 2025, 17:36","14 Nov 2025, 18:34","","Rosca Martelo com Corda na Polia",,"",0,"normal",30,13,,,
"Posterior","14 Nov 2025, 17:36","14 Nov 2025, 18:34","","Rosca Martelo com Corda na Polia",,"",1,"normal",40,6,,,
"Posterior","14 Nov 2025, 17:36","14 Nov 2025, 18:34","","Rosca Martelo com Corda na Polia",,"",2,"normal",40,8,,,
"Posterior","14 Nov 2025, 17:36","14 Nov 2025, 18:34","","Rosca Martelo com Corda na Polia",,"",3,"normal",40,7,,,
"Posterior","14 Nov 2025, 17:36","14 Nov 2025, 18:34","","Leg Press Horizontal (Máquina)",,"",0,"normal",60,10,,,
"Posterior","14 Nov 2025, 17:36","14 Nov 2025, 18:34","","Leg Press Horizontal (Máquina)",,"",1,"normal",60,10,,,
"Posterior","14 Nov 2025, 17:36","14 Nov 2025, 18:34","","Leg Press Horizontal (Máquina)",,"",2,"normal",60,10,,,
"Posterior","14 Nov 2025, 17:36","14 Nov 2025, 18:34","","Rosca Martelo Alternada",,"",0,"normal",10,10,,,
"Posterior","14 Nov 2025, 17:36","14 Nov 2025, 18:34","","Rosca Martelo Alternada",,"",1,"normal",10,7,,,
"Posterior","14 Nov 2025, 17:36","14 Nov 2025, 18:34","","Rosca Martelo Alternada",,"",2,"normal",10,8,,,
"Treinamento noturno 🏋️","13 Nov 2025, 18:39","13 Nov 2025, 20:05","","Tríceps na Polia com Corda",,"",0,"normal",40,8,,,
"Treinamento noturno 🏋️","13 Nov 2025, 18:39","13 Nov 2025, 20:05","","Tríceps na Polia com Corda",,"",1,"normal",40,9,,,
"Treinamento noturno 🏋️","13 Nov 2025, 18:39","13 Nov 2025, 20:05","","Tríceps na Polia com Corda",,"",2,"normal",40,8,,,
"Treinamento noturno 🏋️","13 Nov 2025, 18:39","13 Nov 2025, 20:05","","Rosca Martelo com Corda na Polia",,"",0,"normal",40,6,,,
"Treinamento noturno 🏋️","13 Nov 2025, 18:39","13 Nov 2025, 20:05","","Rosca Martelo com Corda na Polia",,"",1,"normal",40,6,,,
"Treinamento noturno 🏋️","13 Nov 2025, 18:39","13 Nov 2025, 20:05","","Rosca Martelo com Corda na Polia",,"",2,"normal",40,6,,,
"Treinamento noturno 🏋️","13 Nov 2025, 18:39","13 Nov 2025, 20:05","","Rosca Martelo com Corda na Polia",,"",3,"normal",40,6,,,
"Treinamento noturno 🏋️","13 Nov 2025, 18:39","13 Nov 2025, 20:05","","Rosca Martelo com Corda na Polia",,"",4,"normal",40,5,,,
"Treinamento noturno 🏋️","13 Nov 2025, 18:39","13 Nov 2025, 20:05","","Overhead Triceps Extension (Cable)",,"",0,"normal",20,10,,,
"Treinamento noturno 🏋️","13 Nov 2025, 18:39","13 Nov 2025, 20:05","","Overhead Triceps Extension (Cable)",,"",1,"normal",25,6,,,
"Treinamento noturno 🏋️","13 Nov 2025, 18:39","13 Nov 2025, 20:05","","Overhead Triceps Extension (Cable)",,"",2,"normal",20,9,,,
"Treinamento noturno 🏋️","13 Nov 2025, 18:39","13 Nov 2025, 20:05","","Rosca Scott (Barra)",,"",0,"normal",14,8,,,
"Treinamento noturno 🏋️","13 Nov 2025, 18:39","13 Nov 2025, 20:05","","Rosca Scott (Barra)",,"",1,"normal",14,8,,,
"Treinamento noturno 🏋️","13 Nov 2025, 18:39","13 Nov 2025, 20:05","","Rosca Scott (Barra)",,"",2,"normal",14,9,,,
"Treinamento noturno 🏋️","13 Nov 2025, 18:39","13 Nov 2025, 20:05","","Rosca Scott (Barra)",,"",3,"normal",16,7,,,
"Treinamento noturno 🏋️","13 Nov 2025, 18:39","13 Nov 2025, 20:05","","Rosca Scott (Barra)",,"",4,"normal",16,7,,,
"Treinamento noturno 🏋️","13 Nov 2025, 18:39","13 Nov 2025, 20:05","","Rosca Scott (Barra)",,"",5,"normal",16,6,,,
"Treinamento noturno 🏋️","13 Nov 2025, 18:39","13 Nov 2025, 20:05","","Rosca Inclinada (Halter)",,"",0,"normal",10,7,,,
"Treinamento noturno 🏋️","13 Nov 2025, 18:39","13 Nov 2025, 20:05","","Rosca Inclinada (Halter)",,"",1,"normal",10,6,,,
"Treinamento noturno 🏋️","13 Nov 2025, 18:39","13 Nov 2025, 20:05","","Rosca Inclinada (Halter)",,"",2,"normal",10,6,,,
"Treinamento noturno 🏋️","13 Nov 2025, 18:39","13 Nov 2025, 20:05","","Rosca Direta (Halter)",,"",0,"normal",10,7,,,
"Treinamento noturno 🏋️","13 Nov 2025, 18:39","13 Nov 2025, 20:05","","Rosca Direta (Halter)",,"",1,"normal",10,7,,,
"Treinamento noturno 🏋️","13 Nov 2025, 18:39","13 Nov 2025, 20:05","","Rosca Direta (Halter)",,"",2,"normal",10,7,,,
"Posterior","12 Nov 2025, 16:53","12 Nov 2025, 17:44","","Leg Press Horizontal (Máquina)",,"",0,"normal",70,6,,,
"Posterior","12 Nov 2025, 16:53","12 Nov 2025, 17:44","","Leg Press Horizontal (Máquina)",,"",1,"normal",70,5,,,
"Posterior","12 Nov 2025, 16:53","12 Nov 2025, 17:44","","Leg Press Horizontal (Máquina)",,"",2,"normal",70,5,,,
"Posterior","12 Nov 2025, 16:53","12 Nov 2025, 17:44","","Leg Press Horizontal (Máquina)",,"",3,"normal",60,6,,,
"Posterior","12 Nov 2025, 16:53","12 Nov 2025, 17:44","","Leg Press Horizontal (Máquina)",,"",4,"normal",60,8,,,
"Posterior","12 Nov 2025, 16:53","12 Nov 2025, 17:44","","Leg Press Horizontal (Máquina)",,"",5,"normal",60,7,,,
"Posterior","12 Nov 2025, 16:53","12 Nov 2025, 17:44","","Elevação de Panturrilha em Pé (Máquina)",,"",0,"normal",80,10,,,
"Posterior","12 Nov 2025, 16:53","12 Nov 2025, 17:44","","Elevação de Panturrilha em Pé (Máquina)",,"",1,"normal",90,9,,,
"Posterior","12 Nov 2025, 16:53","12 Nov 2025, 17:44","","Elevação de Panturrilha em Pé (Máquina)",,"",2,"normal",90,8,,,
"Posterior","12 Nov 2025, 16:53","12 Nov 2025, 17:44","","Cadeira Extensora (Máquina)",,"",0,"normal",60,8,,,
"Posterior","12 Nov 2025, 16:53","12 Nov 2025, 17:44","","Cadeira Extensora (Máquina)",,"",1,"normal",70,5,,,
"Posterior","12 Nov 2025, 16:53","12 Nov 2025, 17:44","","Cadeira Extensora (Máquina)",,"",2,"normal",70,7,,,
"Peito e Tríceps","11 Nov 2025, 12:05","11 Nov 2025, 13:06","","Supino (Barra)",,"",0,"normal",20,7,,,
"Peito e Tríceps","11 Nov 2025, 12:05","11 Nov 2025, 13:06","","Supino (Barra)",,"",1,"normal",20,7,,,
"Peito e Tríceps","11 Nov 2025, 12:05","11 Nov 2025, 13:06","","Supino (Barra)",,"",2,"normal",20,7,,,
"Peito e Tríceps","11 Nov 2025, 12:05","11 Nov 2025, 13:06","","Supino (Barra)",,"",3,"normal",22,6,,,
"Peito e Tríceps","11 Nov 2025, 12:05","11 Nov 2025, 13:06","","Supino (Barra)",,"",4,"normal",24,6,,,
"Peito e Tríceps","11 Nov 2025, 12:05","11 Nov 2025, 13:06","","Supino Inclinado (Barra)",,"",0,"normal",22,5,,,
"Peito e Tríceps","11 Nov 2025, 12:05","11 Nov 2025, 13:06","","Supino Inclinado (Barra)",,"",1,"normal",22,4,,,
"Peito e Tríceps","11 Nov 2025, 12:05","11 Nov 2025, 13:06","","Supino Inclinado (Barra)",,"",2,"normal",22,3,,,
"Peito e Tríceps","11 Nov 2025, 12:05","11 Nov 2025, 13:06","","Pec Deck",,"",0,"normal",30,9,,,
"Peito e Tríceps","11 Nov 2025, 12:05","11 Nov 2025, 13:06","","Pec Deck",,"",1,"normal",30,10,,,
"Peito e Tríceps","11 Nov 2025, 12:05","11 Nov 2025, 13:06","","Pec Deck",,"",2,"normal",30,8,,,
"Peito e Tríceps","11 Nov 2025, 12:05","11 Nov 2025, 13:06","","Tríceps na Polia com Corda",,"",0,"normal",30,7,,,
"Peito e Tríceps","11 Nov 2025, 12:05","11 Nov 2025, 13:06","","Tríceps na Polia com Corda",,"",1,"normal",30,10,,,
"Peito e Tríceps","11 Nov 2025, 12:05","11 Nov 2025, 13:06","","Tríceps na Polia com Corda",,"",2,"normal",30,10,,,
"Peito e Tríceps","11 Nov 2025, 12:05","11 Nov 2025, 13:06","","Rosca Martelo com Corda na Polia",,"",0,"normal",30,10,,,
"Peito e Tríceps","11 Nov 2025, 12:05","11 Nov 2025, 13:06","","Rosca Martelo com Corda na Polia",,"",1,"normal",30,11,,,
"Peito e Tríceps","11 Nov 2025, 12:05","11 Nov 2025, 13:06","","Rosca Martelo com Corda na Polia",,"",2,"normal",30,10,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Tríceps na Polia com Corda",,"",0,"normal",40,6,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Tríceps na Polia com Corda",,"",1,"normal",40,7,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Tríceps na Polia com Corda",,"",2,"normal",40,7,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Tríceps na Polia com Corda",,"",3,"normal",40,8,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Tríceps na Polia com Corda",,"",4,"normal",40,7,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Rosca Martelo com Corda na Polia",,"",0,"normal",30,14,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Rosca Martelo com Corda na Polia",,"",1,"normal",40,7,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Rosca Martelo com Corda na Polia",,"",2,"normal",40,8,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Rosca Martelo com Corda na Polia",,"",3,"normal",40,8,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Rosca Martelo com Corda na Polia",,"",4,"normal",30,6,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Rosca Inclinada (Halter)",,"",0,"normal",10,7,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Rosca Inclinada (Halter)",,"",1,"normal",10,7,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Rosca Inclinada (Halter)",,"",2,"normal",10,7,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Rosca Direta (Halter)",,"",0,"normal",10,7,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Rosca Direta (Halter)",,"",1,"normal",10,7,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Rosca Direta (Halter)",,"",2,"normal",10,6,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Bench Dip",,"",0,"normal",,12,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Bench Dip",,"",1,"normal",,11,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Bench Dip",,"",2,"normal",,9,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Rosca Scott (Barra)",,"",0,"normal",14,6,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Rosca Scott (Barra)",,"",1,"normal",14,6,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Rosca Scott (Barra)",,"",2,"normal",14,5,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Overhead Triceps Extension (Cable)",,"",0,"normal",20,10,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Overhead Triceps Extension (Cable)",,"",1,"normal",25,7,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Overhead Triceps Extension (Cable)",,"",2,"normal",25,5,,,
"Treinamento da tarde 💪","10 Nov 2025, 16:57","10 Nov 2025, 18:17","","Overhead Triceps Extension (Cable)",,"",3,"normal",20,7,,,
"Treinamento da tarde 💪","7 Nov 2025, 17:07","7 Nov 2025, 18:14","","Leg Press Horizontal (Máquina)",,"",0,"normal",50,10,,,
"Treinamento da tarde 💪","7 Nov 2025, 17:07","7 Nov 2025, 18:14","","Leg Press Horizontal (Máquina)",,"",1,"normal",60,10,,,
"Treinamento da tarde 💪","7 Nov 2025, 17:07","7 Nov 2025, 18:14","","Leg Press Horizontal (Máquina)",,"",2,"normal",60,10,,,
"Treinamento da tarde 💪","7 Nov 2025, 17:07","7 Nov 2025, 18:14","","Leg Press Horizontal (Máquina)",,"",3,"normal",70,5,,,
"Treinamento da tarde 💪","7 Nov 2025, 17:07","7 Nov 2025, 18:14","","Leg Press Horizontal (Máquina)",,"",4,"normal",70,4,,,
"Treinamento da tarde 💪","7 Nov 2025, 17:07","7 Nov 2025, 18:14","","Tríceps na Polia com Corda",,"",0,"normal",30,15,,,
"Treinamento da tarde 💪","7 Nov 2025, 17:07","7 Nov 2025, 18:14","","Tríceps na Polia com Corda",,"",1,"normal",30,12,,,
"Treinamento da tarde 💪","7 Nov 2025, 17:07","7 Nov 2025, 18:14","","Tríceps na Polia com Corda",,"",2,"normal",30,10,,,
"Treinamento da tarde 💪","7 Nov 2025, 17:07","7 Nov 2025, 18:14","","Tríceps na Polia com Corda",,"",3,"normal",40,7,,,
"Treinamento da tarde 💪","7 Nov 2025, 17:07","7 Nov 2025, 18:14","","Tríceps na Polia com Corda",,"",4,"normal",40,6,,,
"Treinamento da tarde 💪","7 Nov 2025, 17:07","7 Nov 2025, 18:14","","Rosca Martelo com Corda na Polia",,"",0,"normal",30,12,,,
"Treinamento da tarde 💪","7 Nov 2025, 17:07","7 Nov 2025, 18:14","","Rosca Martelo com Corda na Polia",,"",1,"normal",30,11,,,
"Treinamento da tarde 💪","7 Nov 2025, 17:07","7 Nov 2025, 18:14","","Rosca Martelo com Corda na Polia",,"",2,"normal",30,10,,,
"Treinamento da tarde 💪","7 Nov 2025, 17:07","7 Nov 2025, 18:14","","Rosca Martelo com Corda na Polia",,"",3,"normal",40,5,,,
"Treinamento da tarde 💪","7 Nov 2025, 17:07","7 Nov 2025, 18:14","","Rosca Martelo com Corda na Polia",,"",4,"normal",30,12,,,
"Treinamento da tarde 💪","7 Nov 2025, 17:07","7 Nov 2025, 18:14","","Rosca Inclinada (Halter)",,"",0,"normal",9,7,,,
"Treinamento da tarde 💪","7 Nov 2025, 17:07","7 Nov 2025, 18:14","","Rosca Inclinada (Halter)",,"",1,"normal",9,7,,,
"Treinamento da tarde 💪","7 Nov 2025, 17:07","7 Nov 2025, 18:14","","Rosca Inclinada (Halter)",,"",2,"normal",9,6,,,
"Costas e Bíceps","4 Nov 2025, 16:16","4 Nov 2025, 17:16","","Rosca Direta (Halter)",,"",0,"normal",10,6,,,
"Costas e Bíceps","4 Nov 2025, 16:16","4 Nov 2025, 17:16","","Rosca Direta (Halter)",,"",1,"normal",10,5,,,
"Costas e Bíceps","4 Nov 2025, 16:16","4 Nov 2025, 17:16","","Rosca Direta (Halter)",,"",2,"normal",10,4,,,
"Costas e Bíceps","4 Nov 2025, 16:16","4 Nov 2025, 17:16","","Rosca Inclinada (Halter)",,"",0,"normal",9,3,,,
"Costas e Bíceps","4 Nov 2025, 16:16","4 Nov 2025, 17:16","","Rosca Inclinada (Halter)",,"",1,"normal",9,4,,,
"Costas e Bíceps","4 Nov 2025, 16:16","4 Nov 2025, 17:16","","Rosca Scott (Barra)",,"",0,"normal",14,10,,,
"Costas e Bíceps","4 Nov 2025, 16:16","4 Nov 2025, 17:16","","Rosca Scott (Barra)",,"",1,"normal",14,10,,,
"Costas e Bíceps","4 Nov 2025, 16:16","4 Nov 2025, 17:16","","Rosca Scott (Barra)",,"",2,"normal",14,10,,,
"Costas e Bíceps","4 Nov 2025, 16:16","4 Nov 2025, 17:16","","Rosca Scott (Barra)",,"",3,"normal",14,10,,,
"Costas e Bíceps","4 Nov 2025, 16:16","4 Nov 2025, 17:16","","Rosca Scott (Barra)",,"",4,"normal",14,10,,,
"Costas e Bíceps","4 Nov 2025, 16:16","4 Nov 2025, 17:16","","Rosca Martelo com Corda na Polia",,"",0,"normal",30,10,,,
"Costas e Bíceps","4 Nov 2025, 16:16","4 Nov 2025, 17:16","","Rosca Martelo com Corda na Polia",,"",1,"normal",30,11,,,
"Costas e Bíceps","4 Nov 2025, 16:16","4 Nov 2025, 17:16","","Rosca Martelo com Corda na Polia",,"",2,"normal",30,10,,,
"Treinamento da tarde 💪","3 Nov 2025, 15:26","3 Nov 2025, 16:22","","Leg Press Horizontal (Máquina)",,"",0,"normal",40,10,,,
"Treinamento da tarde 💪","3 Nov 2025, 15:26","3 Nov 2025, 16:22","","Leg Press Horizontal (Máquina)",,"",1,"normal",50,10,,,
"Treinamento da tarde 💪","3 Nov 2025, 15:26","3 Nov 2025, 16:22","","Leg Press Horizontal (Máquina)",,"",2,"normal",50,10,,,
"Treinamento da tarde 💪","3 Nov 2025, 15:26","3 Nov 2025, 16:22","","Leg Press Horizontal (Máquina)",,"",3,"normal",50,10,,,
"Treinamento da tarde 💪","3 Nov 2025, 15:26","3 Nov 2025, 16:22","","Leg Press Horizontal (Máquina)",,"",4,"normal",50,10,,,
"Treinamento da tarde 💪","3 Nov 2025, 15:26","3 Nov 2025, 16:22","","Tríceps na Polia com Corda",,"",0,"normal",30,10,,,
"Treinamento da tarde 💪","3 Nov 2025, 15:26","3 Nov 2025, 16:22","","Tríceps na Polia com Corda",,"",1,"normal",30,10,,,
"Treinamento da tarde 💪","3 Nov 2025, 15:26","3 Nov 2025, 16:22","","Tríceps na Polia com Corda",,"",2,"normal",30,12,,,
"Treinamento da tarde 💪","3 Nov 2025, 15:26","3 Nov 2025, 16:22","","Rosca Martelo com Corda na Polia",,"",0,"normal",30,9,,,
"Treinamento da tarde 💪","3 Nov 2025, 15:26","3 Nov 2025, 16:22","","Rosca Martelo com Corda na Polia",,"",1,"normal",30,10,,,
"Treinamento da tarde 💪","3 Nov 2025, 15:26","3 Nov 2025, 16:22","","Rosca Martelo com Corda na Polia",,"",2,"normal",30,10,,,
