"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Peito e Tríceps","18 Set 2025, 10:06","18 Set 2025, 11:46","","Supino (Barra)",,"",1,"normal",24,8,,,
"Peito e Tríceps","18 Set 2025, 10:06","18 Set 2025, 11:46","","Supino (Barra)",,"",2,"normal",24,8,,,
"Peito e Tríceps","18 Set 2025, 10:06","18 Set 2025, 11:46","","Supino (Barra)",,"",3,"normal",24,7,,,
"Peito e Tríceps","18 Set 2025, 10:06","18 Set 2025, 11:46","","Supino Inclinado (Barra)",,"",0,"normal",22,4,,,
"Peito e Tríceps","18 Set 2025, 10:06","18 Set 2025, 11:46","","Supino Inclinado (Barra)",,"",1,"normal",22,5,,,
"Peito e Tríceps","18 Set 2025, 10:06","18 Set 2025, 11:46","","Supino Inclinado (Barra)",,"",2,"normal",22,4,,,
"Peito e Tríceps","18 Set 2025, 10:06","18 Set 2025, 11:46","","Bench Dip",,"",0,"normal",,7,,,
"Peito e Tríceps","18 Set 2025, 10:06","18 Set 2025, 11:46","","Bench Dip",,"",1,"normal",,6,,,
"Peito e Tríceps","18 Set 2025, 10:06","18 Set 2025, 11:46","","Bench Dip",,"",2,"normal",,6,,,
"Peito e Tríceps","18 Set 2025, 10:06","18 Set 2025, 11:46","","Tríceps na Polia",,"",0,"normal",30,9,,,
"Peito e Tríceps","18 Set 2025, 10:06","18 Set 2025, 11:46","","Tríceps na Polia",,"",1,"normal",30,10,,,
"Peito e Tríceps","18 Set 2025, 10:06","18 Set 2025, 11:46","","Tríceps na Polia",,"",2,"normal",30,7,,,
"Peito e Tríceps","18 Set 2025, 10:06","18 Set 2025, 11:46","","Tríceps na Polia",,"",3,"normal",30,6,,,
"Peito e Tríceps","18 Set 2025, 10:06","18 Set 2025, 11:46","","Tríceps na Polia",,"",4,"normal",30,7,,,
"Peito e Tríceps","18 Set 2025, 10:06","18 Set 2025, 11:46","","Triceps Testa (Barra)",,"",0,"normal",6,5,,,
"Peito e Tríceps","18 Set 2025, 10:06","18 Set 2025, 11:46","","Triceps Testa (Barra)",,"",1,"normal",6,5,,,
"Peito e Tríceps","18 Set 2025, 10:06","18 Set 2025, 11:46","","Triceps Testa (Barra)",,"",2,"normal",6,4,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Cadeira Flexora (Máquina)",,"",0,"normal",35,7,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Cadeira Flexora (Máquina)",,"",1,"normal",40,13,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Cadeira Flexora (Máquina)",,"",2,"normal",50,10,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Rosca 21",,"",0,"normal",24,6,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Rosca 21",,"",1,"normal",24,6,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Rosca 21",,"",2,"normal",24,7,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Rosca 21",,"",3,"normal",24,5,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Leg Press Horizontal (Máquina)",,"",0,"normal",30,8,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Leg Press Horizontal (Máquina)",,"",1,"normal",30,10,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Leg Press Horizontal (Máquina)",,"",2,"normal",30,8,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Leg Press Horizontal (Máquina)",,"",3,"normal",30,10,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Leg Press Horizontal (Máquina)",,"",4,"normal",30,8,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Agachamento no Smith (Máquina)",,"",0,"normal",30,8,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Agachamento no Smith (Máquina)",,"",1,"normal",30,9,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Agachamento no Smith (Máquina)",,"",2,"normal",30,7,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Agachamento no Smith (Máquina)",,"",3,"normal",30,7,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Agachamento no Smith (Máquina)",,"",4,"normal",30,6,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Agachamento no Smith (Máquina)",,"",5,"normal",30,7,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Agachamento no Smith (Máquina)",,"",6,"normal",30,7,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Cadeira Adutora (Máquina)",,"",0,"normal",25,6,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Cadeira Adutora (Máquina)",,"",1,"normal",20,10,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Cadeira Abdutora (Máquina)",,"",0,"normal",20,10,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Cadeira Abdutora (Máquina)",,"",1,"normal",20,10,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Cadeira Abdutora (Máquina)",,"",2,"normal",20,11,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Extensão de Panturrilha (Máquina)",,"",0,"normal",30,6,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Extensão de Panturrilha (Máquina)",,"",1,"normal",30,9,,,
"Posterior","17 Set 2025, 09:10","17 Set 2025, 11:13","","Extensão de Panturrilha (Máquina)",,"",2,"normal",30,8,,,
"Costas e Bíceps","16 Set 2025, 09:54","16 Set 2025, 11:13","","Aberturas Invertidas De Ombro Posterior (Na Máquina) ",,"",0,"normal",25,7,,,
"Costas e Bíceps","16 Set 2025, 09:54","16 Set 2025, 11:13","","Aberturas Invertidas De Ombro Posterior (Na Máquina) ",,"",1,"normal",25,7,,,
"Costas e Bíceps","16 Set 2025, 09:54","16 Set 2025, 11:13","","Aberturas Invertidas De Ombro Posterior (Na Máquina) ",,"",2,"normal",25,8,,,
"Costas e Bíceps","16 Set 2025, 09:54","16 Set 2025, 11:13","","Aberturas Invertidas De Ombro Posterior (Na Máquina) ",,"",3,"normal",25,8,,,
"Costas e Bíceps","16 Set 2025, 09:54","16 Set 2025, 11:13","","Rosca Martelo Alternada",,"",0,"normal",10,8,,,
"Costas e Bíceps","16 Set 2025, 09:54","16 Set 2025, 11:13","","Rosca Martelo Alternada",,"",1,"normal",10,10,,,
"Costas e Bíceps","16 Set 2025, 09:54","16 Set 2025, 11:13","","Rosca Martelo Alternada",,"",2,"normal",10,6,,,
"Costas e Bíceps","16 Set 2025, 09:54","16 Set 2025, 11:13","","Remadas Dobradas (Barra)",,"",0,"normal",16,11,,,
"Costas e Bíceps","16 Set 2025, 09:54","16 Set 2025, 11:13","","Remadas Dobradas (Barra)",,"",1,"normal",18,11,,,
"Costas e Bíceps","16 Set 2025, 09:54","16 Set 2025, 11:13","","Remadas Dobradas (Barra)",,"",2,"normal",18,10,,,
"Costas e Bíceps","16 Set 2025, 09:54","16 Set 2025, 11:13","","Remadas Dobradas (Barra)",,"",3,"normal",20,13,,,
"Costas e Bíceps","16 Set 2025, 09:54","16 Set 2025, 11:13","","Remadas Dobradas (Barra)",,"",4,"normal",20,15,,,
"Costas e Bíceps","16 Set 2025, 09:54","16 Set 2025, 11:13","","Encolhimento (Barra)",,"",0,"normal",22,8,,,
"Costas e Bíceps","16 Set 2025, 09:54","16 Set 2025, 11:13","","Encolhimento (Barra)",,"",1,"normal",22,10,,,
"Costas e Bíceps","16 Set 2025, 09:54","16 Set 2025, 11:13","","Encolhimento (Barra)",,"",2,"normal",22,6,,,
"Costas e Bíceps","16 Set 2025, 09:54","16 Set 2025, 11:13","","Elevação Frontal (Halter)",,"",0,"normal",4,7,,,
"Costas e Bíceps","16 Set 2025, 09:54","16 Set 2025, 11:13","","Elevação Frontal (Halter)",,"",1,"normal",4,9,,,
"Costas e Bíceps","16 Set 2025, 09:54","16 Set 2025, 11:13","","Elevação Frontal (Halter)",,"",2,"normal",4,9,,,
"Costas e Bíceps","16 Set 2025, 09:54","16 Set 2025, 11:13","","Elevação Frontal (Halter)",,"",3,"normal",4,12,,,
"Costas e Bíceps","16 Set 2025, 09:54","16 Set 2025, 11:13","","Elevação Frontal (Halter)",,"",4,"normal",4,10,,,
"Costas e Bíceps","14 Set 2025, 10:27","14 Set 2025, 11:10","","Rosca Inclinada (Halter)",,"",0,"normal",9,5,,,
"Costas e Bíceps","14 Set 2025, 10:27","14 Set 2025, 11:10","","Rosca Inclinada (Halter)",,"",1,"normal",9,5,,,
"Costas e Bíceps","14 Set 2025, 10:27","14 Set 2025, 11:10","","Rosca Inclinada (Halter)",,"",2,"normal",9,6,,,
"Costas e Bíceps","14 Set 2025, 10:27","14 Set 2025, 11:10","","Rosca Scott (Barra)",,"",0,"normal",12,7,,,
"Costas e Bíceps","14 Set 2025, 10:27","14 Set 2025, 11:10","","Rosca 21",,"",0,"normal",22,7,,,
"Costas e Bíceps","14 Set 2025, 10:27","14 Set 2025, 11:10","","Rosca 21",,"",1,"normal",22,7,,,
"Costas e Bíceps","14 Set 2025, 10:27","14 Set 2025, 11:10","","Rosca 21",,"",2,"normal",22,7,,,
"Costas e Bíceps","14 Set 2025, 10:27","14 Set 2025, 11:10","","Rosca 21",,"",3,"normal",22,5,,,
"Peito e Tríceps","12 Set 2025, 13:19","12 Set 2025, 15:06","","Supino (Barra)",,"",0,"normal",20,9,,,
"Peito e Tríceps","12 Set 2025, 13:19","12 Set 2025, 15:06","","Supino (Barra)",,"",1,"normal",20,7,,,
"Peito e Tríceps","12 Set 2025, 13:19","12 Set 2025, 15:06","","Supino (Barra)",,"",2,"normal",20,7,,,
"Peito e Tríceps","12 Set 2025, 13:19","12 Set 2025, 15:06","","Supino Declinado (Barra)",,"",0,"normal",22,8,,,
"Peito e Tríceps","12 Set 2025, 13:19","12 Set 2025, 15:06","","Supino Declinado (Barra)",,"",1,"normal",22,10,,,
"Peito e Tríceps","12 Set 2025, 13:19","12 Set 2025, 15:06","","Supino Declinado (Barra)",,"",2,"normal",22,7,,,
"Peito e Tríceps","12 Set 2025, 13:19","12 Set 2025, 15:06","","Pec Deck",,"",0,"normal",30,9,,,
"Peito e Tríceps","12 Set 2025, 13:19","12 Set 2025, 15:06","","Pec Deck",,"",1,"normal",30,10,,,
"Peito e Tríceps","12 Set 2025, 13:19","12 Set 2025, 15:06","","Pec Deck",,"",2,"normal",30,8,,,
"Peito e Tríceps","12 Set 2025, 13:19","12 Set 2025, 15:06","","Tríceps na Polia com Corda",,"",0,"normal",30,9,,,
"Peito e Tríceps","12 Set 2025, 13:19","12 Set 2025, 15:06","","Tríceps na Polia com Corda",,"",1,"normal",30,10,,,
"Peito e Tríceps","12 Set 2025, 13:19","12 Set 2025, 15:06","","Tríceps na Polia com Corda",,"",2,"normal",30,7,,,
"Peito e Tríceps","12 Set 2025, 13:19","12 Set 2025, 15:06","","Tríceps na Polia com Corda",,"",3,"normal",30,9,,,
"Peito e Tríceps","12 Set 2025, 13:19","12 Set 2025, 15:06","","Tríceps na Polia com Corda",,"",4,"normal",30,8,,,
"Peito e Tríceps","12 Set 2025, 13:19","12 Set 2025, 15:06","","Triceps Testa (Halter)",,"",0,"normal",5,7,,,
"Peito e Tríceps","12 Set 2025, 13:19","12 Set 2025, 15:06","","Triceps Testa (Halter)",,"",1,"normal",5,8,,,
"Peito e Tríceps","12 Set 2025, 13:19","12 Set 2025, 15:06","","Triceps Testa (Halter)",,"",2,"normal",5,7,,,
"Posterior","10 Set 2025, 09:22","10 Set 2025, 10:34","","Agachamento Sumô (Kettlebell)",,"",0,"normal",25,8,,,
"Posterior","10 Set 2025, 09:22","10 Set 2025, 10:34","","Agachamento Sumô (Kettlebell)",,"",1,"normal",25,9,,,
"Posterior","10 Set 2025, 09:22","10 Set 2025, 10:34","","Agachamento Sumô (Kettlebell)",,"",2,"normal",25,9,,,
"Posterior","10 Set 2025, 09:22","10 Set 2025, 10:34","","Agachamento no Smith (Máquina)",,"",0,"normal",24,10,,,
"Posterior","10 Set 2025, 09:22","10 Set 2025, 10:34","","Agachamento no Smith (Máquina)",,"",1,"normal",30,10,,,
"Posterior","10 Set 2025, 09:22","10 Set 2025, 10:34","","Agachamento no Smith (Máquina)",,"",2,"normal",30,7,,,
"Posterior","10 Set 2025, 09:22","10 Set 2025, 10:34","","Cadeira Adutora (Máquina)",,"",0,"normal",30,9,,,
"Posterior","10 Set 2025, 09:22","10 Set 2025, 10:34","","Cadeira Adutora (Máquina)",,"",1,"normal",30,8,,,
"Posterior","10 Set 2025, 09:22","10 Set 2025, 10:34","","Cadeira Adutora (Máquina)",,"",2,"normal",30,5,,,
"Posterior","10 Set 2025, 09:22","10 Set 2025, 10:34","","Cadeira Adutora (Máquina)",,"",3,"normal",30,5,,,
"Costas e Bíceps","9 Set 2025, 09:55","9 Set 2025, 11:02","","Aberturas Invertidas De Ombro Posterior (Na Máquina) ",,"",0,"normal",25,10,,,
"Costas e Bíceps","9 Set 2025, 09:55","9 Set 2025, 11:02","","Aberturas Invertidas De Ombro Posterior (Na Máquina) ",,"",1,"normal",25,10,,,
"Costas e Bíceps","9 Set 2025, 09:55","9 Set 2025, 11:02","","Aberturas Invertidas De Ombro Posterior (Na Máquina) ",,"",2,"normal",25,9,,,
"Costas e Bíceps","9 Set 2025, 09:55","9 Set 2025, 11:02","","Rosca Inclinada (Halter)",,"",0,"normal",10,4,,,
"Costas e Bíceps","9 Set 2025, 09:55","9 Set 2025, 11:02","","Rosca Inclinada (Halter)",,"",1,"normal",10,5,,,
"Costas e Bíceps","9 Set 2025, 09:55","9 Set 2025, 11:02","","Rosca Inclinada (Halter)",,"",2,"normal",10,4,,,
"Costas e Bíceps","9 Set 2025, 09:55","9 Set 2025, 11:02","","Puxada Com Pega Inversa",,"",0,"normal",30,10,,,
"Costas e Bíceps","9 Set 2025, 09:55","9 Set 2025, 11:02","","Puxada Com Pega Inversa",,"",1,"normal",25,9,,,
"Costas e Bíceps","9 Set 2025, 09:55","9 Set 2025, 11:02","","Puxada Com Pega Inversa",,"",2,"normal",25,10,,,
"Costas e Bíceps","9 Set 2025, 09:55","9 Set 2025, 11:02","","Remadas Dobradas (Barra)",,"",0,"normal",10,10,,,
"Costas e Bíceps","9 Set 2025, 09:55","9 Set 2025, 11:02","","Remadas Dobradas (Barra)",,"",1,"normal",10,10,,,
"Costas e Bíceps","9 Set 2025, 09:55","9 Set 2025, 11:02","","Remadas Dobradas (Barra)",,"",2,"normal",10,7,,,
"Costas e Bíceps","9 Set 2025, 09:55","9 Set 2025, 11:02","","Rosca 21",,"",0,"normal",22,9,,,
"Costas e Bíceps","9 Set 2025, 09:55","9 Set 2025, 11:02","","Rosca 21",,"",1,"normal",22,7,,,
"Costas e Bíceps","9 Set 2025, 09:55","9 Set 2025, 11:02","","Rosca 21",,"",2,"normal",22,7,,,
"Peito e Tríceps","8 Set 2025, 10:46","8 Set 2025, 12:59","","Supino (Barra)",,"",0,"normal",24,4,,,
"Peito e Tríceps","8 Set 2025, 10:46","8 Set 2025, 12:59","","Supino (Barra)",,"",1,"normal",22,7,,,
"Peito e Tríceps","8 Set 2025, 10:46","8 Set 2025, 12:59","","Supino (Barra)",,"",2,"normal",22,7,,,
"Peito e Tríceps","8 Set 2025, 10:46","8 Set 2025, 12:59","","Supino Declinado (Barra)",,"",0,"normal",18,10,,,
"Peito e Tríceps","8 Set 2025, 10:46","8 Set 2025, 12:59","","Supino Declinado (Barra)",,"",1,"normal",20,9,,,
"Peito e Tríceps","8 Set 2025, 10:46","8 Set 2025, 12:59","","Supino Declinado (Barra)",,"",2,"normal",22,9,,,
"Peito e Tríceps","8 Set 2025, 10:46","8 Set 2025, 12:59","","Supino Declinado (Barra)",,"",3,"normal",24,9,,,
"Peito e Tríceps","8 Set 2025, 10:46","8 Set 2025, 12:59","","Supino Inclinado (Barra)",,"",0,"normal",20,6,,,
"Peito e Tríceps","8 Set 2025, 10:46","8 Set 2025, 12:59","","Supino Inclinado (Barra)",,"",1,"normal",20,5,,,
"Peito e Tríceps","8 Set 2025, 10:46","8 Set 2025, 12:59","","Supino Inclinado (Barra)",,"",2,"normal",20,4,,,
"Peito e Tríceps","8 Set 2025, 10:46","8 Set 2025, 12:59","","Pec Deck",,"",0,"normal",30,10,,,
"Peito e Tríceps","8 Set 2025, 10:46","8 Set 2025, 12:59","","Pec Deck",,"",1,"normal",30,7,,,
"Peito e Tríceps","8 Set 2025, 10:46","8 Set 2025, 12:59","","Pec Deck",,"",2,"normal",30,10,,,
"Peito e Tríceps","8 Set 2025, 10:46","8 Set 2025, 12:59","","Triceps Testa (Halter)",,"",0,"normal",4,10,,,
"Peito e Tríceps","8 Set 2025, 10:46","8 Set 2025, 12:59","","Triceps Testa (Halter)",,"",1,"normal",4,9,,,
"Peito e Tríceps","8 Set 2025, 10:46","8 Set 2025, 12:59","","Triceps Testa (Halter)",,"",2,"normal",4,10,,,
"Peito e Tríceps","8 Set 2025, 10:46","8 Set 2025, 12:59","","Bench Dip",,"",0,"normal",,7,,,
"Peito e Tríceps","8 Set 2025, 10:46","8 Set 2025, 12:59","","Bench Dip",,"",1,"normal",,10,,,
"Peito e Tríceps","8 Set 2025, 10:46","8 Set 2025, 12:59","","Bench Dip",,"",2,"normal",,10,,,
"Peito e Tríceps","8 Set 2025, 10:46","8 Set 2025, 12:59","","Tríceps na Polia",,"",0,"normal",30,9,,,
"Peito e Tríceps","8 Set 2025, 10:46","8 Set 2025, 12:59","","Tríceps na Polia",,"",1,"normal",30,9,,,
"Peito e Tríceps","8 Set 2025, 10:46","8 Set 2025, 12:59","","Tríceps na Polia",,"",2,"normal",30,9,,,
"Peito e Tríceps","8 Set 2025, 10:46","8 Set 2025, 12:59","","Tríceps na Polia",,"",3,"normal",30,10,,,
"Peito e Tríceps","8 Set 2025, 10:46","8 Set 2025, 12:59","","Tríceps na Polia",,"",4,"normal",30,10,,,
"Costas e Bíceps","7 Set 2025, 10:23","7 Set 2025, 11:09","","Rosca Inclinada (Halter)",,"",0,"normal",10,5,,,
"Costas e Bíceps","7 Set 2025, 10:23","7 Set 2025, 11:09","","Rosca Inclinada (Halter)",,"",1,"normal",10,5,,,
"Costas e Bíceps","7 Set 2025, 10:23","7 Set 2025, 11:09","","Rosca Inclinada (Halter)",,"",2,"normal",10,4,,,
"Costas e Bíceps","7 Set 2025, 10:23","7 Set 2025, 11:09","","Rosca 21",,"",0,"normal",20,11,,,
"Costas e Bíceps","7 Set 2025, 10:23","7 Set 2025, 11:09","","Rosca 21",,"",1,"normal",20,11,,,
"Costas e Bíceps","7 Set 2025, 10:23","7 Set 2025, 11:09","","Rosca 21",,"",2,"normal",20,9,,,
"Costas e Bíceps","7 Set 2025, 10:23","7 Set 2025, 11:09","","Rosca 21",,"",3,"normal",20,11,,,
"Costas e Bíceps","7 Set 2025, 10:23","7 Set 2025, 11:09","","Rosca 21",,"",4,"normal",20,8,,,
"Treinamento Matinal ☀️","6 Set 2025, 10:58","6 Set 2025, 12:23","","Encolhimento (Barra)",,"",0,"normal",20,15,,,
"Treinamento Matinal ☀️","6 Set 2025, 10:58","6 Set 2025, 12:23","","Encolhimento (Barra)",,"",1,"normal",20,20,,,
"Treinamento Matinal ☀️","6 Set 2025, 10:58","6 Set 2025, 12:23","","Encolhimento (Barra)",,"",2,"normal",20,15,,,
"Treinamento Matinal ☀️","6 Set 2025, 10:58","6 Set 2025, 12:23","","Encolhimento (Barra)",,"",3,"normal",20,15,,,
"Treinamento Matinal ☀️","6 Set 2025, 10:58","6 Set 2025, 12:23","","Encolhimento (Barra)",,"",4,"normal",20,15,,,
"Treinamento Matinal ☀️","6 Set 2025, 10:58","6 Set 2025, 12:23","","Encolhimento (Barra)",,"",5,"normal",20,13,,,
"Treinamento Matinal ☀️","6 Set 2025, 10:58","6 Set 2025, 12:23","","Elevação Frontal (Halter)",,"",0,"normal",4,5,,,
"Treinamento Matinal ☀️","6 Set 2025, 10:58","6 Set 2025, 12:23","","Elevação Frontal (Halter)",,"",1,"normal",4,7,,,
"Treinamento Matinal ☀️","6 Set 2025, 10:58","6 Set 2025, 12:23","","Elevação Frontal (Halter)",,"",2,"normal",4,7,,,
"Treinamento Matinal ☀️","6 Set 2025, 10:58","6 Set 2025, 12:23","","Elevação Frontal (Halter)",,"",3,"normal",4,6,,,
"Treinamento Matinal ☀️","6 Set 2025, 10:58","6 Set 2025, 12:23","","Elevação Lateral (Halter)",,"",0,"normal",4,3,,,
"Treinamento Matinal ☀️","6 Set 2025, 10:58","6 Set 2025, 12:23","","Elevação de Panturrilha Sentado (Máquina)",,"",0,"normal",20,7,,,
"Treinamento Matinal ☀️","6 Set 2025, 10:58","6 Set 2025, 12:23","","Elevação de Panturrilha Sentado (Máquina)",,"",1,"normal",20,8,,,
"Treinamento Matinal ☀️","6 Set 2025, 10:58","6 Set 2025, 12:23","","Elevação de Panturrilha Sentado (Máquina)",,"",2,"normal",20,6,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Cadeira Flexora (Máquina)",,"",0,"normal",30,15,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Cadeira Flexora (Máquina)",,"",1,"normal",40,11,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Cadeira Flexora (Máquina)",,"",2,"normal",40,12,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Cadeira Flexora (Máquina)",,"",3,"normal",40,10,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Elevação Pélvica (Barra)",,"",0,"normal",30,9,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Elevação Pélvica (Barra)",,"",1,"normal",30,9,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Elevação Pélvica (Barra)",,"",2,"normal",30,9,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Agachamento (Halter)",,"",0,"normal",10,10,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Agachamento (Halter)",,"",1,"normal",10,8,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Agachamento (Halter)",,"",2,"normal",10,8,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Agachamento Sumô (Kettlebell)",,"",0,"normal",20,12,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Agachamento Sumô (Kettlebell)",,"",1,"normal",25,10,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Agachamento Sumô (Kettlebell)",,"",2,"normal",25,10,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Agachamento Sumô (Kettlebell)",,"",3,"normal",25,11,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Rosca Inclinada (Halter)",,"",0,"normal",9,10,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Rosca Inclinada (Halter)",,"",1,"normal",9,8,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Rosca Inclinada (Halter)",,"",2,"normal",9,7,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Rosca Inclinada (Halter)",,"",3,"normal",9,7,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Rosca 21",,"",0,"normal",10,10,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Rosca 21",,"",1,"normal",10,12,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Rosca 21",,"",2,"normal",12,9,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Rosca 21",,"",3,"normal",12,8,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Rosca 21",,"",4,"normal",12,7,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Afundo (Halter)",,"",0,"normal",5,10,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Afundo (Halter)",,"",1,"normal",6,10,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Afundo (Halter)",,"",2,"normal",6,9,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Levantamento Terra no Smith (Máquina)",,"",0,"normal",4,10,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Rosca Scott (Barra)",,"",0,"normal",14,5,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Rosca Scott (Barra)",,"",1,"normal",12,6,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Rosca Scott (Barra)",,"",2,"normal",12,6,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Leg Press Horizontal (Máquina)",,"",0,"normal",25,15,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Leg Press Horizontal (Máquina)",,"",1,"normal",25,15,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Leg Press Horizontal (Máquina)",,"",2,"normal",25,13,,,
"Posterior","5 Set 2025, 17:20","5 Set 2025, 20:23","","Leg Press Horizontal (Máquina)",,"",3,"normal",25,12,,,
"Peito e Tríceps","4 Set 2025, 18:15","4 Set 2025, 20:32","","Supino (Barra)",,"",0,"normal",20,6,,,
"Peito e Tríceps","4 Set 2025, 18:15","4 Set 2025, 20:32","","Supino (Barra)",,"",1,"normal",22,6,,,
"Peito e Tríceps","4 Set 2025, 18:15","4 Set 2025, 20:32","","Supino (Barra)",,"",2,"normal",22,6,,,
"Peito e Tríceps","4 Set 2025, 18:15","4 Set 2025, 20:32","","Supino Declinado (Barra)",,"",0,"normal",16,9,,,
"Peito e Tríceps","4 Set 2025, 18:15","4 Set 2025, 20:32","","Supino Declinado (Barra)",,"",1,"normal",18,7,,,
"Peito e Tríceps","4 Set 2025, 18:15","4 Set 2025, 20:32","","Supino Declinado (Barra)",,"",2,"normal",18,8,,,
"Peito e Tríceps","4 Set 2025, 18:15","4 Set 2025, 20:32","","Supino Inclinado (Barra)",,"",0,"normal",18,6,,,
"Peito e Tríceps","4 Set 2025, 18:15","4 Set 2025, 20:32","","Supino Inclinado (Barra)",,"",1,"normal",18,6,,,
"Peito e Tríceps","4 Set 2025, 18:15","4 Set 2025, 20:32","","Supino Inclinado (Barra)",,"",2,"normal",16,6,,,
"Peito e Tríceps","4 Set 2025, 18:15","4 Set 2025, 20:32","","Tríceps na Polia com Corda",,"",0,"normal",30,10,,,
"Peito e Tríceps","4 Set 2025, 18:15","4 Set 2025, 20:32","","Tríceps na Polia com Corda",,"",1,"normal",30,10,,,
"Peito e Tríceps","4 Set 2025, 18:15","4 Set 2025, 20:32","","Tríceps na Polia com Corda",,"",2,"normal",30,9,,,
"Peito e Tríceps","4 Set 2025, 18:15","4 Set 2025, 20:32","","Tríceps na Polia com Corda",,"",3,"normal",30,10,,,
"Peito e Tríceps","4 Set 2025, 18:15","4 Set 2025, 20:32","","Tríceps na Polia com Corda",,"",4,"normal",30,9,,,
"Peito e Tríceps","4 Set 2025, 18:15","4 Set 2025, 20:32","","Overhead Triceps Extension (Cable)",,"",0,"normal",20,6,,,
"Peito e Tríceps","4 Set 2025, 18:15","4 Set 2025, 20:32","","Overhead Triceps Extension (Cable)",,"",1,"normal",20,7,,,
